oml_tuple_id,oml_sender_id,oml_seq,oml_ts_client,oml_ts_server,timeMeas,loclat,loclon,mRssi,mRssnr,mRsrp,mRsrq,mCqi,cellid,lac,rat,networkOperator,nameBS,brand_model,avgLatency,route_id
4344,1,0,0.954,1495104240.19045,1495105162266,39.365734742868966,22.923645010476687,-99,10,-104,-9,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4345,1,0,0.946,1495104242.27056,1495105164369,39.36572098994637,22.923680522716456,-93,0,-101,-9,10,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4346,1,0,0.954,1495104244.34159,1495105166451,39.36566380083941,22.92361818380544,-89,-10,-99,-9,10,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4347,1,0,0.945,1495104246.41037,1495105168518,39.365671780003126,22.92366858841663,-95,0,-102,-10,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4348,1,0,0.944,1495104248.50036,1495105170589,39.365688091261404,22.92361647214645,-93,0,-101,-10,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4349,1,0,0.948,1495104250.58047,1495105172677,39.36569636649255,22.923597545231218,-93,0,-101,-11,9,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4350,1,0,0.941,1495104252.67054,1495105174758,39.36569008534034,22.92359365955064,-93,0,-101,-11,9,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4351,1,0,0.951,1495104254.76035,1495105176851,39.36567076645375,22.923616995171393,-93,-10,-101,-11,10,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4352,1,0,0.952,1495104256.84068,1495105178938,39.36564229283871,22.923661130993015,-93,-10,-101,-11,10,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4353,1,0,0.952,1495104258.92072,1495105181017,39.365608600638495,22.92369285175315,-93,20,-101,-9,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4354,1,0,0.951,1495104261.00072,1495105183096,39.365595122050934,22.923716049030872,-93,20,-101,-9,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4355,1,0,0.951,1495104263.08008,1495105185177,39.36558310869038,22.923743110775632,-93,20,-101,-9,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4356,1,0,0.966,1495104265.15073,1495105187255,39.36556752661818,22.923769418812903,-93,20,-101,-9,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4357,1,0,0.944,1495104267.22065,1495105189329,39.36557977041603,22.923767825556077,-93,20,-101,-9,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4358,1,0,0.954,1495104269.29001,1495105191398,39.36561641937875,22.92376700349206,-93,20,-101,-9,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4359,1,0,0.949,1495104271.37002,1495105193465,39.36567957876909,22.92374645063244,-93,20,-101,-9,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4360,1,0,0.95,1495104273.44449,1495105195545,39.36573503037013,22.923701502047734,-95,-10,-102,-12,8,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4361,1,0,0.952,1495104275.53257,1495105197624,39.36579907493679,22.92365472506617,-85,40,-97,-9,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4362,1,0,0.95,1495104277.6126,1495105199709,39.36587626456306,22.92359450729649,-73,80,-91,-10,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4363,1,0,0.949,1495104279.69247,1495105201785,39.365937910667185,22.923533964581853,-77,90,-93,-7,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4364,1,0,0.948,1495104281.77365,1495105203869,39.36599529946422,22.923478777519858,-79,80,-94,-8,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4365,1,0,0.951,1495104283.85243,1495105205947,39.366061082380604,22.92341823197769,-81,70,-95,-9,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4366,1,0,0.95,1495104285.94065,1495105208029,39.36613042803896,22.923357341340278,-71,70,-90,-7,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4367,1,0,0.938,1495104288.01614,1495105210108,39.36619515953531,22.9232991802975,-83,40,-96,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4368,1,0,0.942,1495104290.09481,1495105212187,39.36625216485811,22.92323969997962,-83,40,-96,-8,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4369,1,0,0.942,1495104292.19619,1495105214277,39.366295630249006,22.92318774475811,-79,30,-94,-9,8,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4370,1,0,0.952,1495104294.26467,1495105216371,39.36632515298611,22.92315614091355,-79,30,-94,-9,8,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4371,1,0,0.955,1495104296.33536,1495105218442,39.36637236186593,22.923102790903947,-77,30,-93,-9,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4372,1,0,0.939,1495104298.43487,1495105220515,39.36640138135027,22.923071147583368,-73,50,-91,-7,12,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4373,1,0,0.939,1495104300.51481,1495105222608,39.366422819476405,22.923054182545485,-89,60,-99,-9,8,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4374,1,0,0.947,1495104302.59599,1495105224692,39.366428766061624,22.923058683405127,-85,50,-97,-8,8,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4375,1,0,0.947,1495104304.68551,1495105226768,39.36647183153998,22.92306970097189,-65,70,-87,-6,12,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4376,1,0,0.952,1495104306.76459,1495105228858,39.366539282357884,22.923144885994216,-37,170,-73,-5,15,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4377,1,0,0.948,1495104308.83472,1495105230942,39.36663995323421,22.92323621282185,-65,140,-87,-6,11,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4378,1,0,0.934,1495104310.92416,1495105233018,39.366742077887636,22.92331689641468,-75,50,-92,-9,10,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4379,1,0,0.947,1495104312.99597,1495105235098,39.36684157738443,22.92339143885411,-79,40,-94,-8,12,48762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4380,1,0,0.95,1495104315.08569,1495105237177,39.366926402097455,22.923439053289314,-79,10,-94,-8,6,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4381,1,0,0.962,1495104317.15577,1495105239261,39.366996164211805,22.923519780430695,-83,70,-96,-7,10,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4382,1,0,0.965,1495104319.22564,1495105241332,39.36703978950872,22.923622715894194,-91,70,-100,-8,12,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4383,1,0,0.963,1495104321.29558,1495105243405,39.36707709156675,22.923740511013637,-87,90,-98,-6,12,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4384,1,0,0.949,1495104323.37669,1495105245471,39.36712552930219,22.92390663678163,-93,60,-101,-8,12,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4385,1,0,0.948,1495104325.44579,1495105247550,39.367152955668296,22.92401091808302,-87,70,-98,-8,12,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4386,1,0,0.948,1495104327.53551,1495105249628,39.36719233134598,22.924129552934264,-101,60,-105,-8,9,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4387,1,0,0.95,1495104329.61669,1495105251710,39.36722898623602,22.924251900058323,-93,50,-101,-9,12,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4388,1,0,0.946,1495104331.69752,1495105253791,39.367260006326404,22.924381392331714,-95,20,-102,-10,14,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4389,1,0,0.948,1495104333.84397,1495105255870,39.367289601259,22.924511663541562,-103,20,-106,-11,10,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4390,1,0,0.949,1495104335.85178,1495105257950,39.36731419883474,22.92464917489901,-101,-1,-1,-1,-1,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4391,1,0,0.946,1495104337.91922,1495105260026,39.3673335288001,22.924790246331238,-99,-1,-1,-1,-1,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4392,1,0,0.963,1495104339.98946,1495105262101,39.36736308015447,22.924937350432103,-99,-1,-1,-1,-1,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4393,1,0,0.945,1495104342.06092,1495105264167,39.36739198264462,22.925080561405192,-81,-10,-95,-10,14,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4394,1,0,0.955,1495104344.13952,1495105266241,39.36742560881082,22.92521436643508,-85,40,-97,-9,14,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4395,1,0,0.964,1495104346.20752,1495105268321,39.36749927535488,22.925325674868937,-85,100,-97,-8,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4396,1,0,0.954,1495104348.27961,1495105270388,39.36762666034029,22.925470950931462,-91,120,-100,-7,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4397,1,0,0.948,1495104350.34996,1495105272455,39.36772067550659,22.925527905656608,-91,120,-100,-7,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4398,1,0,0.947,1495104352.4405,1495105274532,39.367799790496754,22.92557020205656,-91,120,-100,-7,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4399,1,0,0.947,1495104354.51712,1495105276613,39.367878848446345,22.92563678502677,-83,80,-96,-6,13,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4400,1,0,0.956,1495104356.5813,1495105278691,39.36795917320069,22.925719202960416,-87,100,-98,-6,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4401,1,0,0.946,1495104358.6492,1495105280759,39.368058332610154,22.92580268202927,-93,70,-101,-7,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4402,1,0,0.945,1495104360.74953,1495105282832,39.36815203299813,22.925866574878484,-91,40,-100,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4403,1,0,0.947,1495104362.82795,1495105284924,39.36824453118694,22.92593178256105,-91,40,-100,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4404,1,0,0.947,1495104364.90634,1495105287005,39.368347875923135,22.92599828864748,-97,-20,-103,-9,6,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4405,1,0,0.95,1495104366.98604,1495105289082,39.36845973123041,22.926058811188106,-93,40,-101,-7,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4406,1,0,0.95,1495104369.07616,1495105291165,39.36855956422015,22.926100184943248,-93,40,-101,-7,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4407,1,0,0.951,1495104371.15609,1495105293252,39.36865262970466,22.926159796786575,-91,90,-100,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4408,1,0,0.942,1495104373.22603,1495105295332,39.36874618267982,22.926217958881146,-91,90,-100,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4409,1,0,0.949,1495104375.29633,1495105297408,39.36889991276087,22.92631724774817,-91,90,-100,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4410,1,0,0.947,1495104377.36674,1495105299478,39.368999885245934,22.92637946318628,-91,90,-100,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4411,1,0,0.948,1495104379.44598,1495105301550,39.36909260268481,22.926436714485366,-85,110,-97,-7,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4412,1,0,0.948,1495104381.52727,1495105303630,39.36919344020851,22.926484246981342,-91,100,-100,-8,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4413,1,0,0.949,1495104383.63209,1495105305710,39.36929874170127,22.926538602365003,-85,100,-97,-7,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4414,1,0,0.948,1495104385.69604,1495105307792,39.36940129273064,22.926601770549677,-85,100,-97,-7,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4415,1,0,0.948,1495104387.77577,1495105309872,39.369476701269875,22.926673963446664,-85,100,-97,-7,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4416,1,0,0.947,1495104389.84564,1495105311952,39.36954309211229,22.926747366851234,-93,70,-101,-9,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4417,1,0,0.947,1495104391.93586,1495105314030,39.369596567656835,22.92683102329956,-93,70,-101,-9,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4418,1,0,0.944,1495104394.01567,1495105316111,39.36964852009568,22.926909757518146,-93,110,-101,-7,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4419,1,0,0.952,1495104396.10548,1495105318197,39.36970482724544,22.926984124489913,-89,100,-99,-9,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4420,1,0,0.955,1495104398.17818,1495105320282,39.36975114596622,22.92706518108331,-89,100,-99,-9,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4421,1,0,0.963,1495104400.25486,1495105322355,39.36981286281641,22.927148518433786,-95,40,-102,-9,14,41422,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4422,1,0,0.955,1495104402.31651,1495105324424,39.36989585882157,22.927215890537045,-93,20,-101,-8,6,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4423,1,0,0.946,1495104404.38651,1495105326499,39.36995241411444,22.927249813837857,-87,80,-98,-9,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4424,1,0,0.947,1495104406.46635,1495105328569,39.37000573385026,22.92728064219971,-83,110,-96,-7,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4425,1,0,0.963,1495104408.55658,1495105330642,39.37007200476071,22.92730261252215,-69,130,-89,-7,13,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4426,1,0,0.948,1495104410.63635,1495105332736,39.370155848797225,22.927338788251607,-81,120,-95,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4427,1,0,0.946,1495104412.71634,1495105334821,39.37024901854392,22.92738433025284,-89,110,-99,-8,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4428,1,0,0.948,1495104414.79618,1495105336900,39.37034022870681,22.927430186650746,-85,90,-97,-9,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4429,1,0,0.948,1495104416.87811,1495105338980,39.37043473225191,22.92746346134805,-79,60,-94,-8,14,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4430,1,0,0.939,1495104418.97614,1495105341061,39.370526996732664,22.92749783826446,-87,70,-98,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4431,1,0,0.95,1495104421.0575,1495105343153,39.3706292498298,22.927534278266954,-87,70,-98,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4432,1,0,0.951,1495104423.13626,1495105345233,39.370723900399625,22.92757673324642,-87,70,-98,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4433,1,0,0.949,1495104425.20614,1495105347312,39.37082340189937,22.927623339199023,-89,140,-99,-7,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4434,1,0,0.964,1495104427.27616,1495105349389,39.3709244952691,22.92768100700146,-87,120,-98,-8,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4435,1,0,0.948,1495104429.34713,1495105351452,39.37107361559887,22.92776040368771,-83,140,-96,-7,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4436,1,0,0.946,1495104431.43621,1495105353529,39.37116896756476,22.92780622832842,-81,160,-95,-7,14,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4437,1,0,0.944,1495104433.51403,1495105355612,39.37125840964109,22.927857908127123,-73,160,-91,-6,15,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4438,1,0,0.949,1495104435.58583,1495105357690,39.37136054206501,22.92790553412955,-81,170,-95,-7,14,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4439,1,0,0.949,1495104437.67637,1495105359768,39.371455034821714,22.927960199618465,-85,150,-97,-8,14,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4440,1,0,0.949,1495104439.75684,1495105361854,39.37153872499468,22.928009187543502,-91,140,-100,-8,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4441,1,0,0.948,1495104441.82674,1495105363933,39.37160837157563,22.928046311716532,-89,130,-99,-8,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4442,1,0,0.946,1495104443.90582,1495105366011,39.3716795951739,22.92807626030187,-89,130,-99,-8,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4443,1,0,0.955,1495104445.9857,1495105368091,39.37175165207506,22.92810845317463,-89,130,-99,-8,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4444,1,0,0.949,1495104448.07562,1495105370168,39.3718290922944,22.92814026344804,-89,130,-99,-8,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4445,1,0,0.949,1495104450.1604,1495105372251,39.37188947355616,22.928165914428522,-83,120,-96,-7,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4446,1,0,0.952,1495104452.2271,1495105374331,39.371955826291085,22.92820295495679,-91,110,-100,-8,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4447,1,0,0.963,1495104454.29586,1495105376403,39.37207056382035,22.928262284821326,-93,110,-101,-8,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4448,1,0,0.949,1495104456.37555,1495105378479,39.372137192428966,22.928294866535612,-99,80,-104,-9,8,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4449,1,0,0.945,1495104458.4562,1495105380552,39.37218879264795,22.92830413448173,-105,-1,-1,-1,-1,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4450,1,0,0.944,1495104460.53554,1495105382638,39.37222691834071,22.928332943192,-99,80,-104,-9,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4451,1,0,0.945,1495104462.62667,1495105384720,39.37225677860992,22.928401108667657,-99,80,-104,-9,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4452,1,0,0.949,1495104464.70767,1495105386802,39.372317842012585,22.92848565162691,-99,60,-104,-9,8,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4453,1,0,0.948,1495104466.78666,1495105388882,39.37237446126614,22.928554296055086,-103,70,-106,-9,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4454,1,0,0.949,1495104468.86554,1495105390963,39.37239817815898,22.9286243840011,-103,70,-106,-9,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4455,1,0,0.947,1495104470.95586,1495105393047,39.3724361250958,22.928703941543514,-107,70,-108,-8,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4456,1,0,0.943,1495104473.0355,1495105395133,39.372484598245535,22.92879585197688,-97,50,-103,-9,8,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4457,1,0,0.947,1495104475.13438,1495105397215,39.372529908270266,22.928900079966347,-103,50,-106,-10,7,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4458,1,0,0.953,1495104477.18544,1495105399293,39.37258194188525,22.929025558498026,-101,70,-105,-9,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4459,1,0,0.965,1495104479.25558,1495105401366,39.372620583263675,22.929163115477177,-99,70,-104,-9,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4460,1,0,0.946,1495104481.33691,1495105403434,39.37272108770807,22.92936244269833,-103,60,-106,-9,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4461,1,0,0.947,1495104483.40549,1495105405511,39.37276679793765,22.929487209997923,-89,90,-99,-8,10,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4462,1,0,0.947,1495104485.48577,1495105407589,39.37280811782977,22.929601834902734,-101,100,-105,-8,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4463,1,0,0.948,1495104487.57547,1495105409671,39.3728576212953,22.92973179147333,-95,80,-102,-8,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4464,1,0,0.947,1495104489.64574,1495105411752,39.37295592793041,22.929863805637044,-91,100,-100,-8,14,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4465,1,0,0.95,1495104491.73544,1495105413830,39.37302017837715,22.929967518575086,-97,100,-103,-7,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4466,1,0,0.952,1495104493.82392,1495105415913,39.37305661744331,22.930085267100054,-97,100,-103,-7,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
